序号,发票代码,发票号码,数电发票号码,销方识别号,销方名称,购方识别号,购买方名称,开票日期,税收分类编码,特定业务类型,货物或应税劳务名称,规格型号,单位,数量,单价,金额,税率,税额,价税合计,发票来源,发票票种,发票状态,是否正数发票,发票风险等级,开票人,备注,币种,外币金额,汇率,方向,购方税号,销方税号,发票类型,_source
2095,,,25327000001232476363,91320594MA1MFD7F31,苏州市吉利优行电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 02:12:28,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,次,1,59.436893,59.44,3%,1.78,61.22,电子发票服务平台,数电发票（普通发票）,正常,是,正常,孔炜,,CNY,0.0,1.0,in,,,,
2096,,,25327000001232476363,91320594MA1MFD7F31,苏州市吉利优行电子科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 02:12:28,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,,,,-14.67,3%,-0.44,-15.11,电子发票服务平台,数电发票（普通发票）,正常,是,正常,孔炜,,CNY,0.0,1.0,in,,,,
2097,,,25127000000383361813,91120222MA05UKLDXU,北京假日阳光环球旅行社有限公司天津分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 02:12:28,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,,1,13.4757281553398,13.48,3%,0.4,13.88,电子发票服务平台,数电发票（普通发票）,正常,是,正常,臧艳,,CNY,0.0,1.0,in,,,,
2098,,,25957000000126684801,91440300MAETMA2H8U,深圳领行智捷科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 02:12:23,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,,1.00,63.57,63.57,3%,1.91,65.48,电子发票服务平台,数电发票（普通发票）,正常,是,正常,陈乐,,CNY,0.0,1.0,in,,,,
2099,,,25327000001233053921,91320115MA1YAE002C,南京领行汽车服务有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 02:12:23,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,,1.00,91.76,91.76,3%,2.75,94.51,电子发票服务平台,数电发票（普通发票）,正常,是,正常,陈乐,,CNY,0.0,1.0,in,,,,
2100,,,25127000000383479545,911201163409833307,滴滴出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 02:12:22,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,无,次,1,16.54,16.54,3%,0.5,17.04,电子发票服务平台,数电发票（普通发票）,正常,是,正常,侯娇,,CNY,0.0,1.0,in,,,,
2101,,,25127000000383479544,911201163409833307,滴滴出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 02:12:22,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,无,次,1,112.23,112.23,3%,3.37,115.6,电子发票服务平台,数电发票（普通发票）,正常,是,正常,王秀丽,,CNY,0.0,1.0,in,,,,
2102,,,25127000000383479544,911201163409833307,滴滴出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 02:12:22,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,,,,-18.02,3%,-0.54,-18.56,电子发票服务平台,数电发票（普通发票）,正常,是,正常,王秀丽,,CNY,0.0,1.0,in,,,,
2103,,,25957000000136767868,91440300192211290H,深圳航空有限责任公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 01:47:23,3010301010100000000,,*运输服务*改期手续费,,次,1,40.37,40.37,9%,3.63,44.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,任政,乘机人:蔡佳铃  证件号码:441************388 票号:479-4269102156 航班信息:2025.09.29扬州泰州-深圳,CNY,0.0,1.0,in,,,,
2104,,,25957000000136767866,91440300192211290H,深圳航空有限责任公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 01:45:46,3010301010100000000,,*运输服务*燃油附加费,,次,1,18.35,18.35,9%,1.65,20.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,任政,乘机人:蔡佳铃  证件号码:441************388 票号:479-4269018390 航班信息:2025.10.02扬州泰州-深圳,CNY,0.0,1.0,in,,,,
2105,,,25957000000136767866,91440300192211290H,深圳航空有限责任公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 01:45:46,6130000000000000000,,*代收民航发展基金*代收民航发展基金,,,1,50,50.0,不征税,0.0,50.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,任政,乘机人:蔡佳铃  证件号码:441************388 票号:479-4269018390 航班信息:2025.10.02扬州泰州-深圳,CNY,0.0,1.0,in,,,,
2106,,,25957000000136767866,91440300192211290H,深圳航空有限责任公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-06 01:45:46,3010301010100000000,,*运输服务*机票款(扬州泰州-深圳),ZH9636,次,1,798.17,798.17,9%,71.83,870.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,任政,乘机人:蔡佳铃  证件号码:441************388 票号:479-4269018390 航班信息:2025.10.02扬州泰州-深圳,CNY,0.0,1.0,in,,,,
2107,,,25327000001214906408,913210007206024647,中国石化销售股份有限公司江苏扬州石油分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-04 18:55:44,1070101010100000000,成品油发票,*汽油*95号车用汽油(ⅥB),95号,升,33.15649867,6.6725984,221.24,13%,28.76,250.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,邵景麟,,CNY,0.0,1.0,in,,,,
2108,,,25327000001214906406,913210007206024647,中国石化销售股份有限公司江苏扬州石油分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-04 18:52:26,1070101010100000000,成品油发票,*汽油*95号车用汽油(ⅥB),95号,升,31.83023873,6.67258583,212.39,13%,27.61,240.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,邵景麟,,CNY,0.0,1.0,in,,,,
2109,,,25532000000143487956,915301005501329482,云南潘祥记工贸有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-03 00:55:45,1030201010000000000,,*焙烤食品*480克潘祥记山珍云腿月饼礼盒,1*10,盒,11,60.1769911504425,661.95,13%,86.05,748.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,邹春,收款人:施梦云 复核人:李晓倩,CNY,0.0,1.0,in,,,,
2110,,,25322000000461010584,91321084MA1YP7CYXA,高邮市宝邮餐饮服务管理有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-02 12:59:15,3070401000000000000,,*餐饮服务*餐饮费,,,1,990.09900990099,990.1,1%,9.9,1000.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,董文华,,CNY,0.0,1.0,in,,,,
2111,,,25327000000394010873,91321084782708774M,高邮市中油北关油品有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-10-01 15:46:08,1070101010100000000,成品油发票,*汽油*95号 车用汽油(ⅥB),95#汽油,升,26.53,6.6713154919,176.99,13%,23.01,200.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黎长娟,收款人:黎长娟 复核人:张学萍,CNY,0.0,1.0,in,,,,
2156,,,25322000000457966913,91321084MAEGK6L495,贵州文和建筑工程有限公司高邮分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-30 09:56:42,3059900000000000000,建筑服务发票,*建筑服务*工程款,,,,,605504.59,9%,54495.41,660000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈慧彤,土地增值税项目编号: 跨地（市）标志:否,CNY,0.0,1.0,in,,,,
2157,,,25322000000457849333,91321084MAEGK6L495,贵州文和建筑工程有限公司高邮分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-30 09:54:38,3059900000000000000,建筑服务发票,*建筑服务*工程款,,,,,733944.95,9%,66055.05,800000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈慧彤,土地增值税项目编号: 跨地（市）标志:否,CNY,0.0,1.0,in,,,,
2158,,,25322000000458010370,91321084MAEGK6L495,贵州文和建筑工程有限公司高邮分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-30 09:54:04,3059900000000000000,建筑服务发票,*建筑服务*工程款,,,,,733944.95,9%,66055.05,800000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈慧彤,土地增值税项目编号: 跨地（市）标志:否,CNY,0.0,1.0,in,,,,
2159,,,25322000000457981287,91321084MAEGK6L495,贵州文和建筑工程有限公司高邮分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-30 09:53:34,3059900000000000000,建筑服务发票,*建筑服务*工程款,,,,,733944.95,9%,66055.05,800000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈慧彤,土地增值税项目编号: 跨地（市）标志:否,CNY,0.0,1.0,in,,,,
2160,,,25322000000457946566,91321084MAEGK6L495,贵州文和建筑工程有限公司高邮分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-30 09:52:58,3059900000000000000,建筑服务发票,*建筑服务*工程款,,,,,733944.95,9%,66055.05,800000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈慧彤,土地增值税项目编号: 跨地（市）标志:否,CNY,0.0,1.0,in,,,,
2161,,,25952000000204339411,91440300350033152Q,深圳市品佳新材料有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-30 09:39:32,1080127030000000000,,*非金属矿物制品*BST11-主板散热膜,50.59*28.44*0.12MM,PCS,6100,0.2300884955752,1403.54,13%,182.46,1586.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,余婵媛,,CNY,0.0,1.0,in,,,,
2162,,,25952000000204339411,91440300350033152Q,深圳市品佳新材料有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-30 09:39:32,1080127030000000000,,*非金属矿物制品*BST11-支架散热膜,97*43.12*0.1MM,PCS,6100,0.7079646017699,4318.58,13%,561.42,4880.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,余婵媛,,CNY,0.0,1.0,in,,,,
2163,,,25952000000204339411,91440300350033152Q,深圳市品佳新材料有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-30 09:39:32,1080127030000000000,,*非金属矿物制品*BSTAA-电池盖散热膜,67.26*63*0.12MM,PCS,6100,0.4778761061947,2915.04,13%,378.96,3294.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,余婵媛,,CNY,0.0,1.0,in,,,,
2164,,,25327000001192547253,91321003763559179K,扬州顺丰速运有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-29 14:35:03,3040409040000000000,,*快递服务*收派服务费,,次,1,15.0943396226,15.09,6%,0.91,16.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,张丽,,CNY,0.0,1.0,in,,,,
2165,,,25372000000268928441,91371082MA3R8BCFXT,山东及时雨汽车科技有限公司荣成分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 17:24:39,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,,1,67.1844660194175,67.18,3%,2.02,69.2,电子发票服务平台,数电发票（普通发票）,正常,是,正常,颜慧,,CNY,0.0,1.0,in,,,,
2166,,,25127000000375575752,911201163409833307,滴滴出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:52:26,3010101020102000000,旅客运输服务发票,*运输服务*客运服务费,无,次,1,97.17,97.17,3%,2.91,100.08,电子发票服务平台,数电发票（普通发票）,正常,是,正常,侯娇,,CNY,0.0,1.0,in,,,,
2167,,,25127000000375575752,911201163409833307,滴滴出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:52:26,3010101020102000000,旅客运输服务发票,*运输服务*客运服务费,,,,,-5.05,3%,-0.15,-5.2,电子发票服务平台,数电发票（普通发票）,正常,是,正常,侯娇,,CNY,0.0,1.0,in,,,,
2168,,,25127000000375564783,911201163409833307,滴滴出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:49:28,3010101020102000000,旅客运输服务发票,*运输服务*客运服务费,无,次,1,59.71,59.71,3%,1.79,61.5,电子发票服务平台,数电发票（普通发票）,正常,是,正常,王秀丽,,CNY,0.0,1.0,in,,,,
2169,,,25117000001206408141,91110108MA01G0FB09,北京滴滴出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:49:28,3010101020102000000,旅客运输服务发票,*运输服务*客运服务费,无,次,1,59.74,59.74,3%,1.79,61.53,电子发票服务平台,数电发票（普通发票）,正常,是,正常,于秋红,,CNY,0.0,1.0,in,,,,
2170,,,25117000001206408141,91110108MA01G0FB09,北京滴滴出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:49:28,3010101020102000000,旅客运输服务发票,*运输服务*客运服务费,,,,,-9.71,3%,-0.29,-10.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,于秋红,,CNY,0.0,1.0,in,,,,
2171,,,25317000002325627165,913100007362379322,中国太平洋财产保险股份有限公司上海分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:38:45,3060301990000000000,,*保险服务*航空旅客人身意外伤害保险（互联网）,**,单,1,37.74,37.74,6%,2.26,40.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,谭乐怡,保单号:ASHH5202OS25W00JMRY5,CNY,0.0,1.0,in,,,,
2172,,,25317000002325627161,913100007362379322,中国太平洋财产保险股份有限公司上海分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:38:45,3060301990000000000,,*保险服务*航空旅客人身意外伤害保险（互联网）,**,单,1,37.74,37.74,6%,2.26,40.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,谭乐怡,保单号:ASHH5202OS25W00KZTD2,CNY,0.0,1.0,in,,,,
2173,,,25957000000135005461,91440300350012175D,成都携程旅行社有限公司深圳分公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:38:11,3040802990000000000,,*经纪代理服务*代订机票产品,,,1,254.7169811320755,254.72,6%,15.28,270.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,楼宗恺,"携程订单:1128142069272674,陈猛",CNY,0.0,1.0,in,,,,
2174,,,25317000002328637257,91310105134638405A,上海华程西南国际旅行社有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:37:48,3040802990000000000,,*经纪代理服务*代订附加产品,,,1,45.2830188679245,45.28,6%,2.72,48.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,楼宗恺,携程订单:1128142069272674,CNY,0.0,1.0,in,,,,
2175,,,25317000002328637255,91310105134638405A,上海华程西南国际旅行社有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:37:48,3040802990000000000,,*经纪代理服务*代订机票产品,,,1,839.622641509434,839.62,6%,50.38,890.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,楼宗恺,"携程订单:1128142629953570,陈猛",CNY,0.0,1.0,in,,,,
2176,,,25317000002328637255,91310105134638405A,上海华程西南国际旅行社有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:37:48,3040802990000000000,,*经纪代理服务*代订附加产品,,,1,45.2830188679245,45.28,6%,2.72,48.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,楼宗恺,"携程订单:1128142629953570,陈猛",CNY,0.0,1.0,in,,,,
2177,,,25317000002328675385,91310115MA1K427762,上海赛可出行科技服务有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:33:06,3010101020203000000,旅客运输服务发票,*运输服务*客运服务费,,次,1.00,27.99,27.99,3%,0.84,28.83,电子发票服务平台,数电发票（普通发票）,正常,是,正常,李金丽,,CNY,0.0,1.0,in,,,,
2178,,,25957000000136014423,91440300MAE85C4A71,深圳滴滴畅行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:29:07,3010101020102000000,旅客运输服务发票,*运输服务*客运服务费,无,次,1,406.16,406.16,3%,12.18,418.34,电子发票服务平台,数电发票（普通发票）,正常,是,正常,候娇,,CNY,0.0,1.0,in,,,,
2179,,,25957000000136014423,91440300MAE85C4A71,深圳滴滴畅行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:29:07,3010101020102000000,旅客运输服务发票,*运输服务*客运服务费,,,,,-75.73,3%,-2.27,-78.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,候娇,,CNY,0.0,1.0,in,,,,
2180,,,25447000001188100676,91440101MA5ARHGQ3P,广州祺宸科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:29:07,3019901000000000000,旅客运输服务发票,*运输服务*客运服务费,,,1,45.31,45.31,3%,1.36,46.67,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄泽辉,,CNY,0.0,1.0,in,,,,
2181,,,25127000000375543176,911201163409833307,滴滴出行科技有限公司,91321084MAEFNKCY09,江苏和钛智控科技有限公司,2025-09-28 16:29:07,3010101020102000000,旅客运输服务发票,*运输服务*客运服务费,无,次,1,63.09,63.09,3%,1.89,64.98,电子发票服务平台,数电发票（普通发票）,正常,是,正常,侯娇,,CNY,0.0,1.0,in,,,,
